id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
655,Dru-Zod II (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,43.0,"1961, April",1961.0
656,Sandra Knight (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,43.0,"1987, June",1987.0
657,Alura In-Ze (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,43.0,"2004, June",2004.0
658,Axel Walker (New Earth),Secret Identity,Unknown or None,Blue Eyes,Blond Hair,Living Characters,43.0,"2002, April",2002.0
659,Louis Kiyahani (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,43.0,"1963, February",1963.0
660,Emmaline Brady (New Earth),Public Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,43.0,"1962, December",1962.0
661,Elizabeth Chapel (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,43.0,"1985, October",1985.0
662,Zachary Zatara (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,43.0,"2006, May",2006.0
663,Iris West II (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,43.0,"1999, March",1999.0
664,Beverly Lewis (New Earth),Unknown,Unknown or None,Green Eyes,Red Hair,Living Characters,43.0,"1980, May",1980.0
665,Teekl (New Earth),Public Identity,Neutral Characters,Red Eyes,Orange Hair,Living Characters,43.0,"1973, March",1973.0
666,Xiang Po (New Earth),Secret Identity,Good Characters,Red Eyes,Unknown or None,Deceased Characters,43.0,"1988, January",1988.0
667,Harry Matthews (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,43.0,"1972, September",1972.0
668,Borb Borbb (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,43.0,"1991, August",1991.0
669,Jock Kellogg (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,43.0,"1940, July",1940.0
670,Edward Indelicato (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,43.0,"1988, April",1988.0
671,Zilius Zox (New Earth),Public Identity,Bad Characters,Yellow Eyes,Unknown or None,Deceased Characters,43.0,"2008, December",2008.0
672,Paco Testas (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,42.0,"2006, February",2006.0
673,Janu (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,42.0,"1954, April",1954.0
674,Rama Kushna (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,42.0,"1967, October",1967.0
675,Glorious Godfrey (New Earth),Secret Identity,Bad Characters,Black Eyes,Red Hair,Living Characters,42.0,"1971, July",1971.0
676,"Roy Raymond, Jr. (New Earth)",Secret Identity,Good Characters,Black Eyes,Blond Hair,Living Characters,42.0,"1997, February",1997.0
677,William Walker (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Deceased Characters,42.0,"1971, July",1971.0
678,Traya Sutton (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,42.0,"1978, March",1978.0
679,Myra Mason (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,42.0,"1941, April",1941.0
680,Laura De Mille (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,42.0,"1964, March",1964.0
681,Helga Jace (New Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Deceased Characters,42.0,"1983, August",1983.0
682,Rac Shade (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,42.0,"1977, July",1977.0
683,June Robbins (New Earth),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Living Characters,42.0,"1957, April",1957.0
684,Appa Ali Apsa (New Earth),Secret Identity,Unknown or None,Blue Eyes,White Hair,Deceased Characters,42.0,"1970, April",1970.0
685,William Henderson (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,42.0,"1987, January",1987.0
686,Mitchell Shelley (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,42.0,"1997, May",1997.0
687,Audrey Spears (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,42.0,"1996, October",1996.0
688,Edward Raymond (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,42.0,"1978, April",1978.0
689,Harold Allnut (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,42.0,"1989, December",1989.0
690,Nathaniel Kane (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,42.0,"1992, December",1992.0
691,Source (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,42.0,"1971, March",1971.0
692,Ariana Dzerchenko (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,41.0,"1992, December",1992.0
693,Phoebus Apollo (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,41.0,"1941, December",1941.0
694,Veronica Cale (New Earth),Public Identity,Unknown or None,Blue Eyes,Blond Hair,Living Characters,41.0,"2003, November",2003.0
695,Lazarus Lane (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,41.0,"1970, November",1970.0
696,Abel (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,41.0,"1969, July",1969.0
697,Josephine MacDonald (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,41.0,"2001, December",2001.0
698,Strong Bow (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,41.0,"1951, May",1951.0
699,Arthur Pendragon (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,41.0,"1936, February",1936.0
700,Demeter (New Earth),Public Identity,Neutral Characters,Brown Eyes,Unknown or None,Living Characters,41.0,"1985, October",1985.0
701,Catalina Flores (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,41.0,"2002, September",2002.0
702,Sayd (New Earth),Public Identity,Good Characters,Green Eyes,White Hair,Living Characters,41.0,"2007, August",2007.0
703,Patrick MacGuire II (New Earth),Secret Identity,Good Characters,Unknown or None,Red Hair,Living Characters,41.0,"1970, October",1970.0
704,Iroque (New Earth),Secret Identity,Neutral Characters,Unknown or None,Purple Hair,Living Characters,41.0,"2008, January",2008.0
705,Dana Winters (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Deceased Characters,41.0,"1994, December",1994.0
706,Manitou Raven (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Deceased Characters,41.0,"2002, July",2002.0
707,Jessica Midnight (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,40.0,"2002, October",2002.0
708,Christopher Chance (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,40.0,"1972, December",1972.0
709,Donna Carol Force (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,40.0,1993.0,1993.0
710,Mariah Romanova (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,40.0,"1977, May",1977.0
711,Harold Shapiro (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,40.0,"1961, December",1961.0
712,Jenet Klyburn (New Earth),Public Identity,Unknown or None,Blue Eyes,Red Hair,Living Characters,40.0,"1976, October",1976.0
713,Jai West (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,40.0,"2005, October",2005.0
714,Brenda Del Vecchio (New Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Living Characters,40.0,"2006, February",2006.0
715,Eve Aries (Pre-Zero Hour),Public Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,40.0,"1961, August",1961.0
716,Stacy (New Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Living Characters,40.0,"2000, March",2000.0
717,Alexander Sartorius (New Earth),Public Identity,Bad Characters,Red Eyes,Unknown or None,Living Characters,40.0,"1977, May",1977.0
718,Maurice Douglas (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,40.0,"1992, October",1992.0
719,Eric Strauss (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,40.0,"1987, July",1987.0
720,Thomas Thompkins II (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,40.0,"1970, October",1970.0
721,Thaddeus Ryerstad (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,40.0,"1997, May",1997.0
722,Serling Roquette (New Earth),Unknown,Unknown or None,Unknown or None,Blond Hair,Living Characters,40.0,"1998, October",1998.0
723,Mongul II (New Earth),Public Identity,Bad Characters,White Eyes,Unknown or None,Living Characters,40.0,"1995, September",1995.0
724,Anthony Woodward (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Unknown or None,Living Characters,40.0,"2001, August",2001.0
725,Preston Lindsay (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,39.0,"1995, April",1995.0
726,Artemis Crock (New Earth),Secret Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,39.0,"1987, January",1987.0
727,Ursa (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,39.0,"2007, January",2007.0
728,Shilo Norman (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,39.0,"1973, September",1973.0
729,Amon Tomaz (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,39.0,"2006, October",2006.0
730,John Dee (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,39.0,"1961, July",1961.0
731,William Everett III (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,39.0,"1994, March",1994.0
732,Taleb Beni Khalid (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,39.0,"2006, June",2006.0
733,Faith (New Earth),Secret Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,39.0,"2002, October",2002.0
734,Frieda Goren (Dakotaverse),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,39.0,"1993, June",1993.0
735,Dudley Soames (New Earth),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Deceased Characters,39.0,"1996, October",1996.0
736,Tegra Kalmaku (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,39.0,"1961, August",1961.0
737,Richard Craemer (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,39.0,"1988, February",1988.0
738,Menalippe (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,39.0,"1987, February",1987.0
739,Sydney Happersen (New Earth),Public Identity,Unknown or None,Unknown or None,Black Hair,Deceased Characters,39.0,"1987, February",1987.0
740,Robert Daley (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,39.0,"1938, July",1938.0
741,Fang Zhifu (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,39.0,"2006, June",2006.0
742,Skallox (New Earth),Public Identity,Bad Characters,Yellow Eyes,Unknown or None,Living Characters,39.0,"2008, December",2008.0
743,Aleea Strange (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,38.0,"1990, May",1990.0
744,Sigrid Nansen (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,38.0,"1986, November",1986.0
745,Kole Weathers (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,38.0,"1985, June",1985.0
746,Anatoli Knyazev (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Deceased Characters,38.0,"1988, March",1988.0
747,Arthur Hall (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,38.0,"1982, December",1982.0
748,Adrianna Tomaz (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Deceased Characters,38.0,"2006, May",2006.0
749,Cyril Sheldrake (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,38.0,"1950, December",1950.0
750,Mister Mind (New Earth),Secret Identity,Bad Characters,Red Eyes,Unknown or None,Living Characters,38.0,"1943, March",1943.0
751,Brainiac 8 (New Earth),Secret Identity,Good Characters,Red Eyes,Pink Hair,Deceased Characters,38.0,"2003, July",2003.0
752,Amy Rohrbach (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,38.0,"2000, October",2000.0
753,Davroth Catto (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,38.0,"1991, August",1991.0
754,James Cameron (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,38.0,"1987, September",1987.0
755,Zena Moonstruk (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,38.0,"1991, August",1991.0
756,Robert Reed (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,38.0,"1966, January",1966.0
757,Keith Everet (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,38.0,"1942, January",1942.0
758,Solovar (New Earth),Secret Identity,Unknown or None,Unknown or None,Black Hair,Deceased Characters,38.0,"1959, May",1959.0
759,James Jordan (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,38.0,"1961, December",1961.0
760,Predator (New Earth),Unknown,Unknown or None,Unknown or None,Unknown or None,Deceased Characters,38.0,"1984, July",1984.0
761,John Jones (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,37.0,"1942, August",1942.0
762,Bat-Mite (New Earth),Secret Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,37.0,"1959, May",1959.0
763,Lawrence Belmont (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,37.0,"1940, February",1940.0
764,Elizabeth Tremayne (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,37.0,"1982, July",1982.0
765,Joan Dale (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,37.0,"1941, August",1941.0
766,Lance Gallant (Earth-X),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,37.0,"1943, January",1943.0
767,Amy Allen (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Living Characters,37.0,"2006, November",2006.0
768,Lawrence Crock (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,37.0,"1947, May",1947.0
769,Walter Johnson II (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,37.0,"1970, October",1970.0
770,Thara Ak-Var (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,37.0,"2008, December",2008.0
771,Isaiah Crockett (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,37.0,"1996, October",1996.0
772,Azrael (New Earth),Public Identity,Neutral Characters,Gold Eyes,Black Hair,Living Characters,37.0,"1985, April",1985.0
773,Kathleen Sutton (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,37.0,"1973, July",1973.0
774,Lonocelu Ospho (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,37.0,"1985, May",1985.0
775,Jemm (New Earth),Public Identity,Good Characters,Yellow Eyes,Unknown or None,Living Characters,37.0,"1984, September",1984.0
776,Larvox (New Earth),Public Identity,Good Characters,Black Eyes,Orange Hair,Living Characters,36.0,"1961, December",1961.0
777,Robert Hinckley Long (New Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Deceased Characters,36.0,"1992, September",1992.0
778,Non (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,36.0,"2007, January",2007.0
779,Stormy Knight (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,36.0,"2006, June",2006.0
780,Zor-El (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,36.0,"2004, June",2004.0
781,Sarah Simms (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,36.0,"1981, June",1981.0
782,Glenda Mark (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,36.0,"1972, September",1972.0
783,Hephaestus (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Living Characters,36.0,"1941, December",1941.0
784,Ramsey Robinson (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,36.0,"2004, November",2004.0
785,Charlotte Gage-Radcliffe (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,36.0,"2006, September",2006.0
786,Maximillian Zeus (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,36.0,"1979, May",1979.0
787,Anthro (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,36.0,"1968, May",1968.0
788,Thomas Ludlow Hallaway (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,36.0,"1940, May",1940.0
789,Anthony Rodriguez II (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,36.0,"1970, October",1970.0
790,Shado (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,36.0,"1987, August",1987.0
791,Mark Desmond (New Earth),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Deceased Characters,36.0,"1965, November",1965.0
792,Mordru (New Earth),Public Identity,Bad Characters,Hazel Eyes,Unknown or None,Living Characters,36.0,"1968, June",1968.0
793,Tobias Whale (New Earth),Public Identity,Bad Characters,Pink Eyes,Unknown or None,Living Characters,36.0,"1977, April",1977.0
794,Bruno Mannheim (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,36.0,"1971, July",1971.0
795,Andrew Franklin (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,36.0,"2006, June",2006.0
796,Bridget Clancy (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,36.0,"1996, November",1996.0
797,Joshua Morgan (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,36.0,"1978, November",1978.0
798,Munk (New Earth),Secret Identity,Good Characters,White Eyes,Unknown or None,Living Characters,36.0,"2008, January",2008.0
799,Merayn Dethalis (New Earth),Public Identity,Good Characters,Yellow Eyes,Purple Hair,Living Characters,36.0,"1993, December",1993.0
800,Lady Chian (New Earth),Unknown,Good Characters,Black Eyes,Black Hair,Living Characters,35.0,"1982, March",1982.0
801,Frederick Chyre (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Living Characters,35.0,"2000, September",2000.0
802,Mary James (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Deceased Characters,35.0,"1940, October",1940.0
803,Laura Neilsen (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Deceased Characters,35.0,"1971, February",1971.0
804,Myra Connelly (New Earth),Public Identity,Unknown or None,Blue Eyes,Unknown or None,Living Characters,35.0,"1987, February",1987.0
805,General Immortus (New Earth),Secret Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,35.0,"1963, June",1963.0
806,Jeannette (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,35.0,"2009, January",2009.0
807,Arthur Joseph Curry (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,35.0,"2006, May",2006.0
808,Beryl Hutchinson (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,35.0,"1999, February",1999.0
809,Gardner Grayle (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,35.0,"1983, May",1983.0
810,Jeffrey Smith (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,35.0,"1990, February",1990.0
811,Carla White (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,35.0,"1992, October",1992.0
812,Michael Lane (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,35.0,"2007, June",2007.0
813,Delilah Tyler (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,35.0,"1989, January",1989.0
814,Sebastian Blood VIII (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Deceased Characters,35.0,"1982, July",1982.0
815,Varix (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Deceased Characters,35.0,1986.0,1986.0
816,Mickey Cannon (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,35.0,"1998, October",1998.0
817,Elsa Magnusson (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Living Characters,35.0,"1959, August",1959.0
818,Rhea Jones (New Earth),Secret Identity,Good Characters,White Eyes,Red Hair,Living Characters,35.0,"1987, December",1987.0
819,Dex-Starr (New Earth),Public Identity,Bad Characters,Yellow Eyes,Blue Hair,Living Characters,35.0,"2008, December",2008.0
820,Samuel Makoa (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,34.0,"1994, February",1994.0
821,Oswald Loomis (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,34.0,"1988, April",1988.0
822,Courtney Mason (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,34.0,"1993, July",1993.0
823,Diane Meade (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,34.0,"1957, August",1957.0
824,Bonnie Baxter (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,34.0,"1990, February",1990.0
825,Prometheus (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,34.0,"1998, February",1998.0
826,Jack Wheeler (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,34.0,"1987, September",1987.0
827,Brian Kent (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,34.0,"1955, September",1955.0
828,King Standish (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,34.0,"1940, March",1940.0
829,Natasha Ulyanov (New Earth),Unknown,Bad Characters,Blue Eyes,Blond Hair,Living Characters,34.0,"1986, August",1986.0
830,Frankenstein (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,34.0,"2006, January",2006.0
831,Onyx Adams (New Earth),Public Identity,Unknown or None,Brown Eyes,Unknown or None,Living Characters,34.0,"1985, January",1985.0
832,Augustus Freeman (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,34.0,"1993, May",1993.0
833,Sebastian Ives (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,34.0,"1991, October",1991.0
834,Hath-Set (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,34.0,"1940, January",1940.0
835,Valerie Kameya (Dakotaverse),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,34.0,"1994, January",1994.0
836,Mikhail Arkadin (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,34.0,"1987, October",1987.0
837,Nimbus (New Earth),Secret Identity,Good Characters,White Eyes,Unknown or None,Living Characters,34.0,"1981, June",1981.0
838,Charlie the Owl (New Earth),Public Identity,Good Characters,Amber Eyes,Unknown or None,Living Characters,33.0,"1999, February",1999.0
839,Bloodwynd (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,33.0,"1993, July",1993.0
840,Felicity Smoak (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,33.0,"1984, May",1984.0
841,Jewelee (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,33.0,"1988, July",1988.0
842,Darla Aquista (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,33.0,"2004, February",2004.0
843,Jonathan Fox (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,33.0,1990.0,1990.0
844,Patricia Trayce (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,33.0,"1992, January",1992.0
845,Rod Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,33.0,"1941, August",1941.0
846,May Bennett (New Earth),Unknown,Neutral Characters,Blue Eyes,Brown Hair,Living Characters,33.0,"1982, July",1982.0
847,Isuma Yasunari (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,33.0,"1982, June",1982.0
848,Monitor Bob,Unknown,Neutral Characters,Red Eyes,Black Hair,Deceased Characters,33.0,"2007, July",2007.0
849,Ubu (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,33.0,"1971, June",1971.0
850,Peter Merkel (New Earth),Secret Identity,Bad Characters,Unknown or None,Red Hair,Deceased Characters,33.0,"1942, December",1942.0
851,Lester Buchinsky (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,33.0,"1992, May",1992.0
852,Sensei (New Earth),Secret Identity,Bad Characters,Unknown or None,White Hair,Living Characters,33.0,"1968, December",1968.0
853,Leroy Johnson (New Earth),Unknown,Good Characters,Unknown or None,Unknown or None,Deceased Characters,33.0,"1965, April",1965.0
854,Simon LaGrieve (New Earth),Unknown,Neutral Characters,Unknown or None,Grey Hair,Living Characters,33.0,"1987, May",1987.0
855,Marcia King (New Earth),Public Identity,Good Characters,Auburn Hair,Unknown or None,Living Characters,32.0,"1984, April",1984.0
856,Hades (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,32.0,"1941, December",1941.0
857,Amos Fortune (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,32.0,"1961, September",1961.0
858,Aaron Helzinger (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,32.0,"1992, August",1992.0
859,Joseph Martin (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,32.0,"1991, October",1991.0
860,Julian Day (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,32.0,"1958, September",1958.0
861,Ira Quimby (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,32.0,"1963, November",1963.0
862,Atlan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1990, July",1990.0
863,William Vickers (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,32.0,"1984, September",1984.0
864,Steven Smith (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1972, October",1972.0
865,Corky Baxter (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,32.0,"1990, March",1990.0
866,Marla Bloom (New Earth),Public Identity,Good Characters,Blue Eyes,Unknown or None,Deceased Characters,32.0,"1984, June",1984.0
867,Santa Claus,Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,32.0,1940.0,1940.0
868,Albrecht Krieger (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1995, July",1995.0
869,Gerri Brauer (Dakotaverse),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1994, January",1994.0
870,Michelle Carter (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1986, July",1986.0
871,William Tockman (New Earth),Unknown,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,32.0,"1960, August",1960.0
872,Boris Ulyanov (New Earth),Unknown,Bad Characters,Blue Eyes,Blond Hair,Living Characters,32.0,"1986, August",1986.0
873,Chester Runk (New Earth),Public Identity,Unknown or None,Brown Eyes,Black Hair,Living Characters,32.0,"1988, February",1988.0
